00:18:00.606 INFO  IP: 205.210.31.182 -> / 
01:47:33.551 INFO  Loading Command: slowmode. 
01:47:33.551 INFO  Loading Command: unban. 
01:47:33.552 INFO  Loading Command: undeafen. 
01:47:33.553 INFO  Loading Command: unlock. 
01:47:33.553 INFO  Loading Command: unmute. 
01:47:33.554 INFO  Loading Command: warn. 
01:47:33.555 INFO  Loading Command: warnings. 
01:47:33.556 INFO  Loading Command: embed. 
01:47:33.557 INFO  Loading Command: rr-add. 
01:47:33.558 INFO  Loading Command: rr-remove. 
01:47:33.559 INFO  Loading Command: set-lang. 
01:47:33.559 INFO  Loading Command: set-logs. 
01:47:33.560 INFO  Loading Command: set-plugin. 
01:47:33.561 INFO  Loading Command: tag-add. 
01:47:33.562 INFO  Loading Command: tag-delete. 
01:47:33.562 INFO  Loading Command: tag-edit. 
01:47:33.563 INFO  Loading Command: tag-view. 
01:47:33.563 INFO  Loading Command: tags. 
01:47:33.564 INFO  Loading Command: ticket-close. 
01:47:33.565 INFO  Loading Command: ticket-create. 
01:47:33.566 INFO  Loading Command: ticket-setup. 
01:47:33.567 INFO  Loading Command: ticket. 
01:47:33.567 INFO  =-=-=-=-=-=-=- Loading events(s): 44 -=-=-=-=-=-=-= 
01:47:33.568 INFO  =-=-=-=-=-=-=- Skipping ReactionRoles -=-=-=-=-=-=-= 
01:47:33.611 INFO  Loading Event: debug 
01:47:33.612 INFO  Loading Event: error 
01:47:33.613 INFO  Loading Event: guildCreate 
01:47:33.614 INFO  Loading Event: guildDelete 
01:47:33.614 INFO  Loading Event: guildUnavailable 
01:47:33.615 INFO  Loading Event: interactionCreate 
01:47:33.617 INFO  Loading Event: messageCreate 
01:47:33.617 INFO  Loading Event: rateLimited 
01:47:33.618 INFO  Loading Event: raw 
01:47:33.619 INFO  Loading Event: ready 
01:47:33.619 INFO  Loading Event: request 
01:47:33.620 INFO  Loading Event: warn 
01:47:33.621 INFO  Loading Event: endedGiveawayReactionAdded 
01:47:33.622 INFO  Loading Event: giveawayDeleted 
01:47:33.622 INFO  Loading Event: giveawayEnded 
01:47:33.623 INFO  Loading Event: giveawayReactionAdded 
01:47:33.625 INFO  Loading Event: giveawayReactionRemoved 
01:47:33.626 INFO  Loading Event: giveawayRerolled 
01:47:33.710 INFO  Loading Event: autoComplete 
01:47:33.711 INFO  Loading Event: clickButton 
01:47:33.737 INFO  Loading Event: clickMenu 
01:47:33.738 INFO  Loading Event: slashCreate 
01:47:33.739 INFO  Loading Event: ticketClose 
01:47:33.739 INFO  Loading Event: ticketCreate 
01:47:33.740 INFO  Loading Event: warning 
01:47:33.741 INFO  Loading Event: shardDisconnect 
01:47:33.741 INFO  Loading Event: shardError 
01:47:33.742 INFO  Loading Event: shardReady 
01:47:33.742 INFO  Loading Event: shardReconnecting 
01:47:33.743 INFO  Loading Event: channelCreate 
01:47:33.744 INFO  Loading Event: channelDelete 
01:47:33.745 INFO  Loading Event: channelUpdate 
01:47:33.745 INFO  Loading Event: emojiCreate 
01:47:33.746 INFO  Loading Event: emojiDelete 
01:47:33.747 INFO  Loading Event: emojiUpdate 
01:47:33.747 INFO  Loading Event: guildBanAdd 
01:47:33.748 INFO  Loading Event: guildBanRemove 
01:47:33.748 INFO  Loading Event: guildMemberAdd 
01:47:33.750 INFO  Loading Event: guildMemberRemove 
01:47:33.751 INFO  Loading Event: guildMemberUpdate 
01:47:33.751 INFO  Loading Event: guildScheduledEventCreate 
01:47:33.752 INFO  Loading Event: guildScheduledEventDelete 
01:47:33.752 INFO  Loading Event: guildScheduledEventUpdate 
01:47:33.753 INFO  Loading Event: guildScheduledEventUserAdd 
01:47:33.754 INFO  Loading Event: guildScheduledEventUserRemove 
01:47:33.754 INFO  Loading Event: guildUpdate 
01:47:33.755 INFO  Loading Event: inviteCreate 
01:47:33.756 INFO  Loading Event: inviteDelete 
01:47:33.757 INFO  Loading Event: messageDelete 
01:47:33.757 INFO  Loading Event: messageDeleteBulk 
01:47:33.758 INFO  Loading Event: messageReactionAdd 
01:47:33.759 INFO  Loading Event: messageReactionRemove 
01:47:33.759 INFO  Loading Event: messageReactionRemoveAll 
01:47:33.760 INFO  Loading Event: messageUpdate 
01:47:33.760 INFO  Loading Event: roleCreate 
01:47:33.761 INFO  Loading Event: roleDelete 
01:47:33.761 INFO  Loading Event: roleUpdate 
01:47:33.762 INFO  Loading Event: stickerCreate 
01:47:33.763 INFO  Loading Event: stickerDelete 
01:47:33.763 INFO  Loading Event: stickerUpdate 
01:47:33.764 INFO  Loading Event: threadCreate 
01:47:33.764 INFO  Loading Event: threadDelete 
01:47:33.765 INFO  Loading Event: threadListSync 
01:47:33.765 INFO  Loading Event: threadMembersUpdate 
01:47:33.766 INFO  Loading Event: threadUpdate 
01:47:33.766 INFO  Loading Event: voiceStateUpdate 
01:47:34.365 INFO  10 language(s) have loaded. (ar-EG, de-DE, en-US, en-upside, es-ES, fr-FR, it-IT, nl-NL, pt-BR, ru-RU) 
01:47:34.423 INFO  MongoDB successfully connected 
01:47:37.119 INFO  Shard: 0 has became ready with: 0 unavailable guilds. 
01:47:37.220 INFO  Statistics API has loaded on port:3000 
01:47:37.236 INFO  All guilds have been initialized. 
01:47:37.241 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
01:47:37.241 INFO  Prof Grand Oak#0818, ready to serve [1] users in [4] servers. 
01:47:37.241 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
01:50:26.484 INFO  Guild: [696458513949393028] updated settings: Language 
01:52:56.223 INFO  =-=-=-=-=-=-=- Config file Verification -=-=-=-=-=-=-= 
01:52:56.225 INFO  Verifying config.. 
01:52:56.226 INFO  Checking client details.. 
01:52:56.913 INFO  Checking MongoDB URL 
01:52:57.203 INFO  =-=-=-=-=-=-=- Loading shard(s) -=-=-=-=-=-=-= 
01:52:58.212 INFO  =-=-=-=-=-=-=- Loading command(s): 137 -=-=-=-=-=-=-= 
01:52:58.219 INFO  Loading Command: flip. 
01:52:58.220 INFO  Loading Command: meme. 
01:52:58.221 INFO  Loading Command: pokememe. 
01:52:58.222 INFO  Loading Command: pokemon. 
01:52:58.223 INFO  Loading Command: type. 
01:52:58.224 INFO  Loading Command: random. 
01:52:58.224 INFO  Loading Command: rpokemon. 
01:52:58.226 INFO  Loading Command: g-delete. 
01:52:58.227 INFO  Loading Command: g-edit. 
01:52:58.228 INFO  Loading Command: g-pause. 
01:52:58.229 INFO  Loading Command: g-reroll. 
01:52:58.230 INFO  Loading Command: g-start. 
01:52:58.231 INFO  Loading Command: giveaway. 
01:52:58.233 INFO  Loading Command: poll. 
01:52:58.234 INFO  Loading Command: blurpify. 
01:52:58.235 INFO  Loading Command: captcha. 
01:52:58.236 INFO  Loading Command: cat. 
01:52:58.240 INFO  Loading Command: changemymind. 
01:52:58.240 INFO  Loading Command: clyde. 
01:52:58.241 INFO  Loading Command: craiyon. 
01:52:58.242 INFO  Loading Command: deepfry. 
01:52:58.243 INFO  Loading Command: dog. 
01:52:58.259 INFO  Loading Command: image. 
01:52:58.260 INFO  Loading Command: phcomment. 
01:52:58.261 INFO  Loading Command: qrcode. 
01:52:58.261 INFO  Loading Command: ship. 
01:52:58.262 INFO  Loading Command: threats. 
01:52:58.263 INFO  Loading Command: twitter. 
01:52:58.264 INFO  Loading Command: whowouldwin. 
01:52:58.266 INFO  Loading Command: eval. 
01:52:58.271 INFO  Loading Command: lavalink. 
01:52:58.272 INFO  Loading Command: refresh. 
01:52:58.273 INFO  Loading Command: reload. 
01:52:58.274 INFO  Loading Command: script. 
01:52:58.275 INFO  Loading Command: shutdown. 
01:52:58.306 INFO  Loading Command: user. 
01:52:58.307 INFO  Loading Command: leaderboard. 
01:52:58.523 INFO  Loading Command: rank. 
01:52:58.524 INFO  Loading Command: help. 
01:52:58.526 INFO  Loading Command: shorturl. 
01:52:58.526 INFO  Loading Command: status. 
01:52:58.528 INFO  Loading Command: addrole. 
01:52:58.528 INFO  Loading Command: ban. 
01:52:58.529 INFO  Loading Command: clear-warning. 
01:52:58.530 INFO  Loading Command: clear. 
01:52:58.531 INFO  Loading Command: deafen. 
01:52:58.532 INFO  Loading Command: delrole. 
01:52:58.532 INFO  Loading Command: dm. 
01:52:58.536 INFO  Loading Command: editrole. 
01:52:58.536 INFO  Loading Command: kick. 
01:52:58.537 INFO  Loading Command: lock. 
01:52:58.538 INFO  Loading Command: mute. 
01:52:58.539 INFO  Loading Command: nick. 
01:52:58.540 INFO  Loading Command: report. 
01:52:58.540 INFO  Loading Command: slowmode. 
01:52:58.541 INFO  Loading Command: unban. 
01:52:58.542 INFO  Loading Command: undeafen. 
01:52:58.542 INFO  Loading Command: unlock. 
01:52:58.543 INFO  Loading Command: unmute. 
01:52:58.544 INFO  Loading Command: warn. 
01:52:58.545 INFO  Loading Command: warnings. 
01:52:58.547 INFO  Loading Command: embed. 
01:52:58.548 INFO  Loading Command: rr-add. 
01:52:58.555 INFO  Loading Command: rr-remove. 
01:52:58.556 INFO  Loading Command: set-lang. 
01:52:58.557 INFO  Loading Command: set-logs. 
01:52:58.558 INFO  Loading Command: set-plugin. 
01:52:58.559 INFO  Loading Command: tag-add. 
01:52:58.559 INFO  Loading Command: tag-delete. 
01:52:58.560 INFO  Loading Command: tag-edit. 
01:52:58.560 INFO  Loading Command: tag-view. 
01:52:58.561 INFO  Loading Command: tags. 
01:52:58.562 INFO  Loading Command: ticket-close. 
01:52:58.563 INFO  Loading Command: ticket-create. 
01:52:58.563 INFO  Loading Command: ticket-setup. 
01:52:58.564 INFO  Loading Command: ticket. 
01:52:58.565 INFO  =-=-=-=-=-=-=- Loading events(s): 44 -=-=-=-=-=-=-= 
01:52:58.565 INFO  =-=-=-=-=-=-=- Skipping ReactionRoles -=-=-=-=-=-=-= 
01:52:58.607 INFO  Loading Event: debug 
01:52:58.608 INFO  Loading Event: error 
01:52:58.608 INFO  Loading Event: guildCreate 
01:52:58.609 INFO  Loading Event: guildDelete 
01:52:58.610 INFO  Loading Event: guildUnavailable 
01:52:58.610 INFO  Loading Event: interactionCreate 
01:52:58.612 INFO  Loading Event: messageCreate 
01:52:58.613 INFO  Loading Event: rateLimited 
01:52:58.613 INFO  Loading Event: raw 
01:52:58.614 INFO  Loading Event: ready 
01:52:58.614 INFO  Loading Event: request 
01:52:58.615 INFO  Loading Event: warn 
01:52:58.616 INFO  Loading Event: endedGiveawayReactionAdded 
01:52:58.617 INFO  Loading Event: giveawayDeleted 
01:52:58.617 INFO  Loading Event: giveawayEnded 
01:52:58.618 INFO  Loading Event: giveawayReactionAdded 
01:52:58.618 INFO  Loading Event: giveawayReactionRemoved 
01:52:58.619 INFO  Loading Event: giveawayRerolled 
01:52:58.620 INFO  Loading Event: shardDisconnect 
01:52:58.620 INFO  Loading Event: shardError 
01:52:58.621 INFO  Loading Event: shardReady 
01:52:58.623 INFO  Loading Event: shardReconnecting 
01:52:58.689 INFO  Loading Event: autoComplete 
01:52:58.690 INFO  Loading Event: clickButton 
01:52:58.727 INFO  Loading Event: clickMenu 
01:52:58.728 INFO  Loading Event: slashCreate 
01:52:58.728 INFO  Loading Event: ticketClose 
01:52:58.729 INFO  Loading Event: ticketCreate 
01:52:58.729 INFO  Loading Event: warning 
01:52:58.731 INFO  Loading Event: channelCreate 
01:52:58.731 INFO  Loading Event: channelDelete 
01:52:58.732 INFO  Loading Event: channelUpdate 
01:52:58.733 INFO  Loading Event: emojiCreate 
01:52:58.733 INFO  Loading Event: emojiDelete 
01:52:58.734 INFO  Loading Event: emojiUpdate 
01:52:58.735 INFO  Loading Event: guildBanAdd 
01:52:58.735 INFO  Loading Event: guildBanRemove 
01:52:58.736 INFO  Loading Event: guildMemberAdd 
01:52:58.737 INFO  Loading Event: guildMemberRemove 
01:52:58.738 INFO  Loading Event: guildMemberUpdate 
01:52:58.739 INFO  Loading Event: guildScheduledEventCreate 
01:52:58.739 INFO  Loading Event: guildScheduledEventDelete 
01:52:58.740 INFO  Loading Event: guildScheduledEventUpdate 
01:52:58.740 INFO  Loading Event: guildScheduledEventUserAdd 
01:52:58.741 INFO  Loading Event: guildScheduledEventUserRemove 
01:52:58.741 INFO  Loading Event: guildUpdate 
01:52:58.742 INFO  Loading Event: inviteCreate 
01:52:58.742 INFO  Loading Event: inviteDelete 
01:52:58.743 INFO  Loading Event: messageDelete 
01:52:58.744 INFO  Loading Event: messageDeleteBulk 
01:52:58.744 INFO  Loading Event: messageReactionAdd 
01:52:58.745 INFO  Loading Event: messageReactionRemove 
01:52:58.745 INFO  Loading Event: messageReactionRemoveAll 
01:52:58.746 INFO  Loading Event: messageUpdate 
01:52:58.747 INFO  Loading Event: roleCreate 
01:52:58.748 INFO  Loading Event: roleDelete 
01:52:58.749 INFO  Loading Event: roleUpdate 
01:52:58.749 INFO  Loading Event: stickerCreate 
01:52:58.750 INFO  Loading Event: stickerDelete 
01:52:58.750 INFO  Loading Event: stickerUpdate 
01:52:58.751 INFO  Loading Event: threadCreate 
01:52:58.751 INFO  Loading Event: threadDelete 
01:52:58.752 INFO  Loading Event: threadListSync 
01:52:58.752 INFO  Loading Event: threadMembersUpdate 
01:52:58.753 INFO  Loading Event: threadUpdate 
01:52:58.754 INFO  Loading Event: voiceStateUpdate 
01:52:59.215 INFO  10 language(s) have loaded. (ar-EG, de-DE, en-US, en-upside, es-ES, fr-FR, it-IT, nl-NL, pt-BR, ru-RU) 
01:52:59.259 INFO  MongoDB successfully connected 
01:53:02.294 INFO  Shard: 0 has became ready with: 0 unavailable guilds. 
01:53:02.379 INFO  Statistics API has loaded on port:3000 
01:53:02.419 INFO  All guilds have been initialized. 
01:53:02.425 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
01:53:02.425 INFO  Prof Grand Oak#0818, ready to serve [1] users in [4] servers. 
01:53:02.425 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
01:53:15.453 INFO  Guild: [696458513949393028] updated settings: Language 
02:20:53.741 INFO  IP:  -> / 
02:20:55.901 INFO  IP:  -> / 
02:20:56.043 INFO  IP:  -> /favicon.ico 
02:20:56.875 INFO  IP:  -> /favicon.ico 
02:27:26.780 INFO  IP: 206.189.108.33 -> / 
03:07:26.293 INFO  [GUILD LEAVE] Test Server (696458513949393028) removed the bot. 
03:07:26.303 INFO  Deleted 1 ranks. 
03:07:38.834 INFO  [GUILD JOIN] Test Server (696458513949393028) added the bot. 
03:07:39.398 ERROR Failed to load interactions for guild: 696458513949393028 due to: Max number of daily application command creates has been reached (200). 
03:10:58.619 INFO  =-=-=-=-=-=-=- Config file Verification -=-=-=-=-=-=-= 
03:10:58.621 INFO  Verifying config.. 
03:10:58.621 INFO  Checking client details.. 
03:10:59.296 INFO  Checking MongoDB URL 
03:10:59.602 INFO  =-=-=-=-=-=-=- Loading shard(s) -=-=-=-=-=-=-= 
03:11:00.655 INFO  =-=-=-=-=-=-=- Loading command(s): 137 -=-=-=-=-=-=-= 
03:11:00.660 INFO  Loading Command: flip. 
03:11:00.662 INFO  Loading Command: meme. 
03:11:00.663 INFO  Loading Command: pokememe. 
03:11:00.664 INFO  Loading Command: pokemon. 
03:11:00.666 INFO  Loading Command: type. 
03:11:00.669 INFO  Loading Command: random. 
03:11:00.670 INFO  Loading Command: rpokemon. 
03:11:00.673 INFO  Loading Command: g-delete. 
03:11:00.674 INFO  Loading Command: g-edit. 
03:11:00.676 INFO  Loading Command: g-pause. 
03:11:00.677 INFO  Loading Command: g-reroll. 
03:11:00.679 INFO  Loading Command: g-start. 
03:11:00.680 INFO  Loading Command: giveaway. 
03:11:00.682 INFO  Loading Command: poll. 
03:11:00.683 INFO  Loading Command: eval. 
03:11:00.690 INFO  Loading Command: lavalink. 
03:11:00.691 INFO  Loading Command: refresh. 
03:11:00.693 INFO  Loading Command: reload. 
03:11:00.694 INFO  Loading Command: script. 
03:11:00.695 INFO  Loading Command: shutdown. 
03:11:00.736 INFO  Loading Command: user. 
03:11:00.738 INFO  Loading Command: blurpify. 
03:11:00.739 INFO  Loading Command: captcha. 
03:11:00.741 INFO  Loading Command: cat. 
03:11:00.742 INFO  Loading Command: changemymind. 
03:11:00.743 INFO  Loading Command: clyde. 
03:11:00.744 INFO  Loading Command: craiyon. 
03:11:00.745 INFO  Loading Command: deepfry. 
03:11:00.746 INFO  Loading Command: dog. 
03:11:00.765 INFO  Loading Command: image. 
03:11:00.766 INFO  Loading Command: phcomment. 
03:11:00.768 INFO  Loading Command: qrcode. 
03:11:00.769 INFO  Loading Command: ship. 
03:11:00.770 INFO  Loading Command: threats. 
03:11:00.771 INFO  Loading Command: twitter. 
03:11:00.772 INFO  Loading Command: whowouldwin. 
03:11:00.774 INFO  Loading Command: leaderboard. 
03:11:01.039 INFO  Loading Command: rank. 
03:11:01.041 INFO  Loading Command: help. 
03:11:01.042 INFO  Loading Command: shorturl. 
03:11:01.043 INFO  Loading Command: status. 
03:11:01.044 INFO  Loading Command: addrole. 
03:11:01.046 INFO  Loading Command: ban. 
03:11:01.047 INFO  Loading Command: clear-warning. 
03:11:01.048 INFO  Loading Command: clear. 
03:11:01.048 INFO  Loading Command: deafen. 
03:11:01.049 INFO  Loading Command: delrole. 
03:11:01.050 INFO  Loading Command: dm. 
03:11:01.054 INFO  Loading Command: editrole. 
03:11:01.055 INFO  Loading Command: kick. 
03:11:01.056 INFO  Loading Command: lock. 
03:11:01.057 INFO  Loading Command: mute. 
03:11:01.058 INFO  Loading Command: nick. 
03:11:01.058 INFO  Loading Command: report. 
03:11:01.067 INFO  Loading Command: slowmode. 
03:11:01.068 INFO  Loading Command: unban. 
03:11:01.069 INFO  Loading Command: undeafen. 
03:11:01.070 INFO  Loading Command: unlock. 
03:11:01.071 INFO  Loading Command: unmute. 
03:11:01.071 INFO  Loading Command: warn. 
03:11:01.072 INFO  Loading Command: warnings. 
03:11:01.073 INFO  Loading Command: tag-add. 
03:11:01.074 INFO  Loading Command: tag-delete. 
03:11:01.075 INFO  Loading Command: tag-edit. 
03:11:01.075 INFO  Loading Command: tag-view. 
03:11:01.076 INFO  Loading Command: tags. 
03:11:01.077 INFO  Loading Command: embed. 
03:11:01.078 INFO  Loading Command: rr-add. 
03:11:01.079 INFO  Loading Command: rr-remove. 
03:11:01.079 INFO  Loading Command: set-lang. 
03:11:01.080 INFO  Loading Command: set-logs. 
03:11:01.081 INFO  Loading Command: set-plugin. 
03:11:01.082 INFO  Loading Command: ticket-close. 
03:11:01.082 INFO  Loading Command: ticket-create. 
03:11:01.083 INFO  Loading Command: ticket-setup. 
03:11:01.084 INFO  Loading Command: ticket. 
03:11:01.084 INFO  =-=-=-=-=-=-=- Loading events(s): 44 -=-=-=-=-=-=-= 
03:11:01.085 INFO  =-=-=-=-=-=-=- Skipping ReactionRoles -=-=-=-=-=-=-= 
03:11:01.129 INFO  Loading Event: debug 
03:11:01.129 INFO  Loading Event: error 
03:11:01.130 INFO  Loading Event: guildCreate 
03:11:01.131 INFO  Loading Event: guildDelete 
03:11:01.132 INFO  Loading Event: guildUnavailable 
03:11:01.132 INFO  Loading Event: interactionCreate 
03:11:01.134 INFO  Loading Event: messageCreate 
03:11:01.135 INFO  Loading Event: rateLimited 
03:11:01.136 INFO  Loading Event: raw 
03:11:01.136 INFO  Loading Event: ready 
03:11:01.137 INFO  Loading Event: request 
03:11:01.137 INFO  Loading Event: warn 
03:11:01.223 INFO  Loading Event: autoComplete 
03:11:01.224 INFO  Loading Event: clickButton 
03:11:01.252 INFO  Loading Event: clickMenu 
03:11:01.254 INFO  Loading Event: slashCreate 
03:11:01.255 INFO  Loading Event: ticketClose 
03:11:01.256 INFO  Loading Event: ticketCreate 
03:11:01.257 INFO  Loading Event: warning 
03:11:01.258 INFO  Loading Event: endedGiveawayReactionAdded 
03:11:01.258 INFO  Loading Event: giveawayDeleted 
03:11:01.259 INFO  Loading Event: giveawayEnded 
03:11:01.260 INFO  Loading Event: giveawayReactionAdded 
03:11:01.260 INFO  Loading Event: giveawayReactionRemoved 
03:11:01.261 INFO  Loading Event: giveawayRerolled 
03:11:01.262 INFO  Loading Event: shardDisconnect 
03:11:01.262 INFO  Loading Event: shardError 
03:11:01.263 INFO  Loading Event: shardReady 
03:11:01.263 INFO  Loading Event: shardReconnecting 
03:11:01.264 INFO  Loading Event: channelCreate 
03:11:01.265 INFO  Loading Event: channelDelete 
03:11:01.266 INFO  Loading Event: channelUpdate 
03:11:01.266 INFO  Loading Event: emojiCreate 
03:11:01.267 INFO  Loading Event: emojiDelete 
03:11:01.268 INFO  Loading Event: emojiUpdate 
03:11:01.268 INFO  Loading Event: guildBanAdd 
03:11:01.269 INFO  Loading Event: guildBanRemove 
03:11:01.269 INFO  Loading Event: guildMemberAdd 
03:11:01.271 INFO  Loading Event: guildMemberRemove 
03:11:01.272 INFO  Loading Event: guildMemberUpdate 
03:11:01.272 INFO  Loading Event: guildScheduledEventCreate 
03:11:01.273 INFO  Loading Event: guildScheduledEventDelete 
03:11:01.273 INFO  Loading Event: guildScheduledEventUpdate 
03:11:01.274 INFO  Loading Event: guildScheduledEventUserAdd 
03:11:01.274 INFO  Loading Event: guildScheduledEventUserRemove 
03:11:01.275 INFO  Loading Event: guildUpdate 
03:11:01.275 INFO  Loading Event: inviteCreate 
03:11:01.276 INFO  Loading Event: inviteDelete 
03:11:01.277 INFO  Loading Event: messageDelete 
03:11:01.277 INFO  Loading Event: messageDeleteBulk 
03:11:01.278 INFO  Loading Event: messageReactionAdd 
03:11:01.280 INFO  Loading Event: messageReactionRemove 
03:11:01.280 INFO  Loading Event: messageReactionRemoveAll 
03:11:01.281 INFO  Loading Event: messageUpdate 
03:11:01.281 INFO  Loading Event: roleCreate 
03:11:01.282 INFO  Loading Event: roleDelete 
03:11:01.283 INFO  Loading Event: roleUpdate 
03:11:01.283 INFO  Loading Event: stickerCreate 
03:11:01.284 INFO  Loading Event: stickerDelete 
03:11:01.284 INFO  Loading Event: stickerUpdate 
03:11:01.285 INFO  Loading Event: threadCreate 
03:11:01.286 INFO  Loading Event: threadDelete 
03:11:01.286 INFO  Loading Event: threadListSync 
03:11:01.287 INFO  Loading Event: threadMembersUpdate 
03:11:01.287 INFO  Loading Event: threadUpdate 
03:11:01.288 INFO  Loading Event: voiceStateUpdate 
03:11:01.795 INFO  10 language(s) have loaded. (ar-EG, de-DE, en-US, en-upside, es-ES, fr-FR, it-IT, nl-NL, pt-BR, ru-RU) 
03:11:01.846 INFO  MongoDB successfully connected 
03:11:04.612 INFO  Shard: 0 has became ready with: 0 unavailable guilds. 
03:11:04.702 INFO  Statistics API has loaded on port:3000 
03:11:04.720 INFO  All guilds have been initialized. 
03:11:04.725 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
03:11:04.725 INFO  Prof Grand Oak#0818, ready to serve [1] users in [4] servers. 
03:11:04.726 INFO  -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= 
03:13:51.254 INFO  Guild: [696458513949393028] updated settings: Language 
03:16:40.419 INFO  Guild: [726737292735283282] updated settings: Language 
03:21:07.440 INFO  =-=-=-=-=-=-=- Config file Verification -=-=-=-=-=-=-= 
03:21:07.442 INFO  Verifying config.. 
03:21:07.443 INFO  Checking client details.. 
03:21:08.146 INFO  Checking MongoDB URL 
03:21:08.433 INFO  =-=-=-=-=-=-=- Loading shard(s) -=-=-=-=-=-=-= 
03:21:09.485 INFO  =-=-=-=-=-=-=- Loading command(s): 137 -=-=-=-=-=-=-= 
03:21:09.490 INFO  Loading Command: flip. 
03:21:09.491 INFO  Loading Command: meme. 
03:21:09.493 INFO  Loading Command: pokememe. 
03:21:09.494 INFO  Loading Command: pokemon. 
03:21:09.495 INFO  Loading Command: type. 
03:21:09.496 INFO  Loading Command: random. 
03:21:09.497 INFO  Loading Command: rpokemon. 
03:21:09.500 INFO  Loading Command: g-delete. 
03:21:09.501 INFO  Loading Command: g-edit. 
03:21:09.502 INFO  Loading Command: g-pause. 
03:21:09.504 INFO  Loading Command: g-reroll. 
03:21:09.507 INFO  Loading Command: g-start. 
